ID	GO:0000155__seqSimilarity	GO:0000166__seqSimilarity	GO:0000271__seqSimilarity	GO:0003674__seqSimilarity	GO:0003676__seqSimilarity	GO:0003677__seqSimilarity	GO:0003700__seqSimilarity	GO:0003824__seqSimilarity	GO:0003979__seqSimilarity	GO:0004553__seqSimilarity	GO:0004564__seqSimilarity	GO:0004672__seqSimilarity	GO:0004673__seqSimilarity	GO:0005215__seqSimilarity	GO:0005216__seqSimilarity	GO:0005488__seqSimilarity	GO:0005515__seqSimilarity	GO:0005524__seqSimilarity	GO:0005575__seqSimilarity	GO:0005737__seqSimilarity	GO:0005829__seqSimilarity	GO:0005886__seqSimilarity	GO:0005887__seqSimilarity	GO:0005975__seqSimilarity	GO:0005976__seqSimilarity	GO:0005984__seqSimilarity	GO:0005985__seqSimilarity	GO:0006065__seqSimilarity	GO:0006082__seqSimilarity	GO:0006139__seqSimilarity	GO:0006464__seqSimilarity	GO:0006468__seqSimilarity	GO:0006518__seqSimilarity	GO:0006520__seqSimilarity	GO:0006566__seqSimilarity	GO:0006567__seqSimilarity	GO:0006629__seqSimilarity	GO:0006631__seqSimilarity	GO:0006725__seqSimilarity	GO:0006753__seqSimilarity	GO:0006793__seqSimilarity	GO:0006796__seqSimilarity	GO:0006807__seqSimilarity	GO:0006810__seqSimilarity	GO:0006811__seqSimilarity	GO:0006855__seqSimilarity	GO:0006869__seqSimilarity	GO:0008150__seqSimilarity	GO:0008152__seqSimilarity	GO:0008460__seqSimilarity	GO:0008610__seqSimilarity	GO:0008643__seqSimilarity	GO:0008653__seqSimilarity	GO:0008830__seqSimilarity	GO:0009056__seqSimilarity	GO:0009058__seqSimilarity	GO:0009059__seqSimilarity	GO:0009063__seqSimilarity	GO:0009066__seqSimilarity	GO:0009068__seqSimilarity	GO:0009103__seqSimilarity	GO:0009117__seqSimilarity	GO:0009225__seqSimilarity	GO:0009226__seqSimilarity	GO:0009237__seqSimilarity	GO:0009238__seqSimilarity	GO:0009239__seqSimilarity	GO:0009242__seqSimilarity	GO:0009279__seqSimilarity	GO:0009311__seqSimilarity	GO:0009366__seqSimilarity	GO:0009712__seqSimilarity	GO:0009713__seqSimilarity	GO:0009927__seqSimilarity	GO:0009987__seqSimilarity	GO:0010033__seqSimilarity	GO:0015075__seqSimilarity	GO:0015267__seqSimilarity	GO:0015288__seqSimilarity	GO:0015318__seqSimilarity	GO:0015562__seqSimilarity	GO:0015893__seqSimilarity	GO:0015920__seqSimilarity	GO:0016020__seqSimilarity	GO:0016021__seqSimilarity	GO:0016043__seqSimilarity	GO:0016051__seqSimilarity	GO:0016053__seqSimilarity	GO:0016054__seqSimilarity	GO:0016301__seqSimilarity	GO:0016310__seqSimilarity	GO:0016491__seqSimilarity	GO:0016614__seqSimilarity	GO:0016616__seqSimilarity	GO:0016740__seqSimilarity	GO:0016772__seqSimilarity	GO:0016773__seqSimilarity	GO:0016775__seqSimilarity	GO:0016779__seqSimilarity	GO:0016787__seqSimilarity	GO:0016788__seqSimilarity	GO:0016798__seqSimilarity	GO:0016829__seqSimilarity	GO:0016835__seqSimilarity	GO:0016836__seqSimilarity	GO:0016853__seqSimilarity	GO:0016854__seqSimilarity	GO:0016857__seqSimilarity	GO:0016874__seqSimilarity	GO:0016879__seqSimilarity	GO:0016881__seqSimilarity	GO:0016999__seqSimilarity	GO:0017000__seqSimilarity	GO:0017076__seqSimilarity	GO:0017144__seqSimilarity	GO:0018130__seqSimilarity	GO:0018958__seqSimilarity	GO:0019184__seqSimilarity	GO:0019290__seqSimilarity	GO:0019305__seqSimilarity	GO:0019362__seqSimilarity	GO:0019438__seqSimilarity	GO:0019538__seqSimilarity	GO:0019540__seqSimilarity	GO:0019541__seqSimilarity	GO:0019637__seqSimilarity	GO:0019748__seqSimilarity	GO:0019752__seqSimilarity	GO:0019842__seqSimilarity	GO:0019867__seqSimilarity	GO:0019904__seqSimilarity	GO:0022607__seqSimilarity	GO:0022803__seqSimilarity	GO:0022829__seqSimilarity	GO:0022857__seqSimilarity	GO:0022885__seqSimilarity	GO:0030554__seqSimilarity	GO:0030638__seqSimilarity	GO:0030639__seqSimilarity	GO:0031177__seqSimilarity	GO:0031224__seqSimilarity	GO:0031226__seqSimilarity	GO:0032553__seqSimilarity	GO:0032555__seqSimilarity	GO:0032559__seqSimilarity	GO:0032787__seqSimilarity	GO:0032991__seqSimilarity	GO:0033067__seqSimilarity	GO:0033068__seqSimilarity	GO:0033218__seqSimilarity	GO:0033692__seqSimilarity	GO:0034219__seqSimilarity	GO:0034220__seqSimilarity	GO:0034637__seqSimilarity	GO:0034641__seqSimilarity	GO:0034645__seqSimilarity	GO:0034654__seqSimilarity	GO:0034702__seqSimilarity	GO:0035639__seqSimilarity	GO:0036094__seqSimilarity	GO:0036211__seqSimilarity	GO:0042221__seqSimilarity	GO:0042493__seqSimilarity	GO:0042802__seqSimilarity	GO:0042887__seqSimilarity	GO:0042910__seqSimilarity	GO:0042912__seqSimilarity	GO:0043038__seqSimilarity	GO:0043041__seqSimilarity	GO:0043043__seqSimilarity	GO:0043165__seqSimilarity	GO:0043167__seqSimilarity	GO:0043168__seqSimilarity	GO:0043169__seqSimilarity	GO:0043170__seqSimilarity	GO:0043412__seqSimilarity	GO:0043436__seqSimilarity	GO:0043565__seqSimilarity	GO:0043603__seqSimilarity	GO:0043604__seqSimilarity	GO:0043933__seqSimilarity	GO:0044237__seqSimilarity	GO:0044238__seqSimilarity	GO:0044248__seqSimilarity	GO:0044249__seqSimilarity	GO:0044255__seqSimilarity	GO:0044260__seqSimilarity	GO:0044262__seqSimilarity	GO:0044264__seqSimilarity	GO:0044267__seqSimilarity	GO:0044271__seqSimilarity	GO:0044281__seqSimilarity	GO:0044282__seqSimilarity	GO:0044283__seqSimilarity	GO:0044550__seqSimilarity	GO:0046189__seqSimilarity	GO:0046377__seqSimilarity	GO:0046383__seqSimilarity	GO:0046394__seqSimilarity	GO:0046395__seqSimilarity	GO:0046398__seqSimilarity	GO:0046459__seqSimilarity	GO:0046483__seqSimilarity	GO:0046496__seqSimilarity	GO:0046677__seqSimilarity	GO:0046777__seqSimilarity	GO:0046872__seqSimilarity	GO:0046930__seqSimilarity	GO:0047485__seqSimilarity	GO:0047527__seqSimilarity	GO:0050896__seqSimilarity	GO:0051179__seqSimilarity	GO:0051234__seqSimilarity	GO:0051259__seqSimilarity	GO:0051260__seqSimilarity	GO:0051287__seqSimilarity	GO:0052855__seqSimilarity	GO:0052856__seqSimilarity	GO:0052857__seqSimilarity	GO:0055085__seqSimilarity	GO:0055086__seqSimilarity	GO:0060089__seqSimilarity	GO:0061024__seqSimilarity	GO:0065003__seqSimilarity	GO:0070206__seqSimilarity	GO:0070207__seqSimilarity	GO:0070689__seqSimilarity	GO:0071702__seqSimilarity	GO:0071704__seqSimilarity	GO:0071709__seqSimilarity	GO:0071840__seqSimilarity	GO:0072341__seqSimilarity	GO:0072524__seqSimilarity	GO:0097159__seqSimilarity	GO:0097367__seqSimilarity	GO:0097718__seqSimilarity	GO:0098796__seqSimilarity	GO:0110165__seqSimilarity	GO:0140096__seqSimilarity	GO:0140110__seqSimilarity	GO:0140299__seqSimilarity	GO:0140535__seqSimilarity	GO:1901135__seqSimilarity	GO:1901137__seqSimilarity	GO:1901264__seqSimilarity	GO:1901265__seqSimilarity	GO:1901334__seqSimilarity	GO:1901336__seqSimilarity	GO:1901360__seqSimilarity	GO:1901362__seqSimilarity	GO:1901363__seqSimilarity	GO:1901564__seqSimilarity	GO:1901565__seqSimilarity	GO:1901566__seqSimilarity	GO:1901575__seqSimilarity	GO:1901576__seqSimilarity	GO:1901605__seqSimilarity	GO:1901606__seqSimilarity	GO:1901615__seqSimilarity	GO:1901617__seqSimilarity	GO:1902495__seqSimilarity	GO:1903509__seqSimilarity	GO:1904680__seqSimilarity	GO:1990281__seqSimilarity	GO:1990351__seqSimilarity
Cluster_1023215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_102328	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1024034	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1024216	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_10250	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1025619	0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1027272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1029475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1063175	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0
Cluster_1125377	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
Cluster_114268	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1155588	1.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1204487	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	1.0	0	1.0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	1.0	1.0	1.0	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	0	1.0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0
Cluster_12531	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_129010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster_1291294	0	0	0	1.0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
